SR Number,Activities,Change Date+Time
1-738787635,Accepted + In Progress,2012-05-02 21:27:47+01:00
1-738787635,Accepted + In Progress,2012-05-02 21:28:42+01:00
1-738787635,Completed + In Call,2012-05-02 21:54:55+01:00
1-738787672,Accepted + In Progress,2012-05-02 21:29:11+01:00
1-738787672,Accepted + In Progress,2012-05-02 21:29:55+01:00
1-738787672,Accepted + Wait - User,2012-05-02 21:38:13+01:00
1-738787672,Accepted + In Progress,2012-05-02 22:15:15+01:00
1-738787672,Completed + Resolved,2012-05-02 22:15:36+01:00
1-738787672,Completed + Closed,2012-05-10 00:11:28+01:00
1-738787748,Accepted + In Progress,2012-05-02 21:38:19+01:00
1-738787748,Accepted + In Progress,2012-05-02 21:39:36+01:00
1-738787748,Completed + In Call,2012-05-02 22:10:45+01:00
1-738787828,Accepted + In Progress,2012-05-02 21:52:55+01:00
1-738787828,Accepted + In Progress,2012-05-02 22:04:17+01:00
1-738787828,Completed + In Call,2012-05-02 22:04:38+01:00
1-738787828,Accepted + In Progress,2012-05-02 22:04:43+01:00
1-738787828,Completed + Resolved,2012-05-02 22:04:59+01:00
1-738787828,Completed + Closed,2012-05-10 00:11:25+01:00
1-738787884,Accepted + In Progress,2012-05-02 22:07:17+01:00
1-738787884,Accepted + In Progress,2012-05-02 22:10:03+01:00
1-738787884,Completed + In Call,2012-05-02 22:10:21+01:00
1-738794053,Accepted + In Progress,2012-05-02 20:39:11+01:00
1-738794053,Accepted + In Progress,2012-05-02 20:40:03+01:00
1-738794053,Completed + In Call,2012-05-02 20:44:42+01:00
1-738794823,Accepted + In Progress,2012-05-02 22:47:05+01:00
1-738794823,Accepted + In Progress,2012-05-02 22:47:06+01:00
1-738794823,Queued + Awaiting Assignment,2012-05-02 22:55:56+01:00
1-738794823,Accepted + In Progress,2012-05-03 09:22:03+01:00
1-738794823,Completed + Resolved,2012-05-03 09:22:29+01:00
1-738794823,Completed + Closed,2012-05-11 00:20:14+01:00
1-738795985,Accepted + In Progress,2012-05-02 20:40:06+01:00
1-738795985,Accepted + In Progress,2012-05-02 20:42:02+01:00
1-738795985,Queued + Awaiting Assignment,2012-05-02 20:43:03+01:00
1-738795985,Accepted + In Progress,2012-05-02 21:44:16+01:00
1-738795985,Completed + Resolved,2012-05-02 21:54:54+01:00
1-738795985,Completed + Closed,2012-05-10 00:11:35+01:00
1-738796046,Accepted + In Progress,2012-05-02 20:49:56+01:00
1-738796046,Accepted + In Progress,2012-05-02 20:50:24+01:00
1-738796046,Accepted + In Progress,2012-05-02 20:58:37+01:00
1-738796046,Accepted + Wait - Implementation,2012-05-02 21:27:34+01:00
1-738796046,Completed + Resolved,2012-05-03 01:00:21+01:00
1-738796046,Accepted + In Progress,2012-05-03 01:04:12+01:00
1-738796046,Completed + Resolved,2012-05-03 01:05:46+01:00
1-738796046,Completed + Closed,2012-05-11 00:20:20+01:00
1-738796063,Accepted + In Progress,2012-05-02 20:54:26+01:00
1-738796063,Accepted + In Progress,2012-05-02 21:27:54+01:00
1-738796063,Queued + Awaiting Assignment,2012-05-02 21:29:02+01:00
1-738796063,Accepted + In Progress,2012-05-02 21:36:49+01:00
1-738796063,Completed + Resolved,2012-05-02 21:40:44+01:00
1-738796063,Completed + Closed,2012-05-10 00:11:33+01:00
1-738796436,Accepted + In Progress,2012-05-02 22:22:09+01:00
1-738796436,Accepted + In Progress,2012-05-02 22:24:54+01:00
1-738796436,Queued + Awaiting Assignment,2012-05-02 22:25:37+01:00
1-738796436,Accepted + In Progress,2012-05-02 23:19:35+01:00
1-738796436,Accepted + Wait,2012-05-03 00:04:26+01:00
1-738796436,Completed + Resolved,2012-05-04 19:05:35+01:00
1-738796436,Completed + Closed,2012-05-12 00:17:29+01:00
1-738799041,Accepted + In Progress,2012-05-02 20:36:26+01:00
1-738799041,Accepted + In Progress,2012-05-02 20:36:42+01:00
1-738799041,Completed + In Call,2012-05-02 20:40:24+01:00
1-738799172,Accepted + In Progress,2012-05-02 20:51:51+01:00
1-738799172,Accepted + In Progress,2012-05-02 20:52:01+01:00
1-738799172,Completed + In Call,2012-05-02 21:27:34+01:00
1-738799394,Accepted + In Progress,2012-05-02 21:35:42+01:00
1-738799394,Accepted + In Progress,2012-05-02 21:43:26+01:00
1-738799394,Completed + In Call,2012-05-02 21:49:56+01:00
1-738799869,Accepted + In Progress,2012-05-02 23:44:04+01:00
1-738799869,Accepted + In Progress,2012-05-02 23:44:28+01:00
1-738799869,Accepted + Wait - Customer,2012-05-02 23:53:43+01:00
1-738799869,Completed + Resolved,2012-05-03 18:03:59+01:00
1-738799869,Completed + Closed,2012-05-11 00:20:12+01:00
1-738799904,Accepted + In Progress,2012-05-02 20:45:48+01:00
1-738799904,Accepted + In Progress,2012-05-02 20:46:12+01:00
1-738799904,Completed + In Call,2012-05-02 20:56:49+01:00
1-738800181,Accepted + In Progress,2012-05-02 21:05:17+01:00
1-738800181,Accepted + In Progress,2012-05-02 21:07:29+01:00
1-738800181,Completed + Resolved,2012-05-02 21:07:50+01:00
1-738800181,Completed + Closed,2012-05-03 00:02:05+01:00
1-738800519,Accepted + In Progress,2012-05-02 23:41:08+01:00
1-738800519,Accepted + In Progress,2012-05-02 23:41:36+01:00
1-738800519,Accepted + Assigned,2012-05-02 23:45:27+01:00
1-738800519,Accepted + In Progress,2012-05-03 00:15:55+01:00
1-738800519,Completed + Resolved,2012-05-03 02:59:26+01:00
1-738800519,Completed + Closed,2012-05-04 00:05:22+01:00
1-738800563,Accepted + In Progress,2012-05-03 00:43:25+01:00
1-738800563,Accepted + In Progress,2012-05-03 00:43:57+01:00
1-738800563,Completed + In Call,2012-05-03 01:03:21+01:00
1-738800583,Accepted + In Progress,2012-05-03 00:16:40+01:00
1-738800583,Accepted + In Progress,2012-05-03 00:30:30+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 00:31:10+01:00
1-738800583,Accepted + In Progress,2012-05-03 00:31:35+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 00:32:40+01:00
1-738800583,Accepted + In Progress,2012-05-03 00:40:14+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 00:41:21+01:00
1-738800583,Accepted + In Progress,2012-05-03 01:15:40+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 01:16:02+01:00
1-738800583,Accepted + In Progress,2012-05-03 01:29:54+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 01:31:26+01:00
1-738800583,Accepted + In Progress,2012-05-03 01:38:08+01:00
1-738800583,Queued + Awaiting Assignment,2012-05-03 01:38:41+01:00
1-738800583,Accepted + In Progress,2012-05-03 08:05:28+01:00
1-738800583,Completed + Resolved,2012-05-04 15:00:49+01:00
1-738800583,Completed + Closed,2012-05-12 00:17:27+01:00
1-738800627,Accepted + In Progress,2012-05-03 00:41:38+01:00
1-738800627,Accepted + In Progress,2012-05-03 00:44:01+01:00
1-738800627,Queued + Awaiting Assignment,2012-05-03 00:48:54+01:00
1-738800627,Accepted + In Progress,2012-05-03 01:16:40+01:00
1-738800627,Queued + Awaiting Assignment,2012-05-03 01:16:59+01:00
1-738800627,Accepted + In Progress,2012-05-03 01:33:07+01:00
1-738800627,Queued + Awaiting Assignment,2012-05-03 01:34:00+01:00
1-738800627,Accepted + In Progress,2012-05-03 03:18:06+01:00
1-738800627,Queued + Awaiting Assignment,2012-05-03 03:28:54+01:00
1-738800627,Accepted + In Progress,2012-05-03 08:05:12+01:00
1-738800627,Queued + Awaiting Assignment,2012-05-04 15:05:43+01:00
1-738800627,Accepted + In Progress,2012-05-04 15:17:48+01:00
1-738800627,Accepted + Wait - User,2012-05-04 15:17:53+01:00
1-738800627,Completed + Resolved,2012-05-07 03:47:19+01:00
1-738800627,Completed + Closed,2012-05-15 00:20:52+01:00
1-738800919,Accepted + In Progress,2012-05-02 20:49:39+01:00
1-738800919,Accepted + In Progress,2012-05-02 20:52:11+01:00
1-738800919,Completed + In Call,2012-05-02 20:59:51+01:00
1-738801025,Accepted + In Progress,2012-05-02 21:03:01+01:00
1-738801025,Accepted + In Progress,2012-05-02 21:04:21+01:00
1-738801025,Completed + In Call,2012-05-02 21:08:20+01:00
1-738801152,Accepted + In Progress,2012-05-02 21:34:50+01:00
1-738801152,Accepted + In Progress,2012-05-02 21:38:41+01:00
1-738801152,Queued + Awaiting Assignment,2012-05-02 21:40:14+01:00
1-738801152,Accepted + In Progress,2012-05-03 02:57:54+01:00
1-738801152,Completed + Resolved,2012-05-03 07:51:20+01:00
1-738801152,Completed + Closed,2012-05-11 00:20:17+01:00
1-738801212,Accepted + In Progress,2012-05-02 21:31:41+01:00
1-738801212,Accepted + In Progress,2012-05-02 21:33:40+01:00
1-738801212,Accepted + Assigned,2012-05-02 22:14:35+01:00
1-738801212,Accepted + In Progress,2012-05-03 17:26:39+01:00
1-738801212,Completed + Resolved,2012-05-04 03:35:08+01:00
1-738801212,Completed + Closed,2012-05-12 00:17:30+01:00
1-738801328,Accepted + In Progress,2012-05-02 22:17:55+01:00
1-738801328,Accepted + In Progress,2012-05-02 22:19:27+01:00
1-738801328,Completed + In Call,2012-05-02 22:23:01+01:00
1-738801332,Accepted + In Progress,2012-05-02 22:15:14+01:00
1-738801332,Accepted + In Progress,2012-05-02 22:15:47+01:00
1-738801332,Completed + Resolved,2012-05-02 22:20:58+01:00
1-738801332,Completed + Closed,2012-05-03 00:02:03+01:00
1-738801412,Accepted + In Progress,2012-05-02 22:33:11+01:00
1-738801412,Accepted + In Progress,2012-05-02 22:36:00+01:00
1-738801412,Queued + Awaiting Assignment,2012-05-02 22:36:16+01:00
1-738801412,Accepted + In Progress,2012-05-03 13:34:18+01:00
1-738801412,Accepted + Wait,2012-05-03 13:37:52+01:00
1-738801412,Completed + Resolved,2012-05-03 14:41:06+01:00
1-738801412,Completed + Closed,2012-05-11 00:20:15+01:00
1-738801466,Accepted + In Progress,2012-05-02 22:43:04+01:00
1-738801466,Accepted + In Progress,2012-05-02 22:43:39+01:00
1-738801466,Queued + Awaiting Assignment,2012-05-02 22:43:59+01:00
1-738801466,Accepted + In Progress,2012-05-03 13:03:15+01:00
1-738801466,Completed + Resolved,2012-05-03 14:20:31+01:00
1-738801466,Completed + Closed,2012-05-04 00:05:25+01:00
1-738801502,Accepted + In Progress,2012-05-02 22:44:05+01:00
1-738801502,Accepted + In Progress,2012-05-02 22:44:19+01:00
1-738801502,Queued + Awaiting Assignment,2012-05-02 22:44:51+01:00
1-738801502,Accepted + In Progress,2012-05-03 13:02:56+01:00
1-738801502,Completed + Resolved,2012-05-03 14:36:51+01:00
1-738801502,Completed + Closed,2012-05-04 00:05:25+01:00
1-738801530,Accepted + In Progress,2012-05-02 22:45:24+01:00
1-738801530,Accepted + In Progress,2012-05-02 22:45:39+01:00
1-738801530,Queued + Awaiting Assignment,2012-05-02 22:45:53+01:00
1-738801530,Accepted + In Progress,2012-05-03 13:02:23+01:00
1-738801530,Completed + Resolved,2012-05-03 14:40:50+01:00
1-738801530,Completed + Closed,2012-05-04 00:05:24+01:00
1-738801578,Accepted + In Progress,2012-05-02 22:53:33+01:00
1-738801578,Accepted + In Progress,2012-05-02 22:54:08+01:00
1-738801578,Queued + Awaiting Assignment,2012-05-02 22:54:26+01:00
1-738801578,Accepted + In Progress,2012-05-03 13:15:31+01:00
1-738801578,Accepted + Wait,2012-05-03 13:15:50+01:00
1-738801578,Completed + Resolved,2012-05-03 20:28:55+01:00
1-738801578,Completed + Closed,2012-05-04 00:05:24+01:00
1-738801714,Accepted + In Progress,2012-05-02 23:04:51+01:00
1-738801714,Accepted + In Progress,2012-05-02 23:07:58+01:00
1-738801714,Completed + In Call,2012-05-02 23:15:55+01:00
1-738801740,Accepted + In Progress,2012-05-02 23:09:17+01:00
1-738801740,Accepted + In Progress,2012-05-02 23:09:48+01:00
1-738801740,Queued + Awaiting Assignment,2012-05-02 23:10:10+01:00
1-738801740,Accepted + In Progress,2012-05-03 17:47:14+01:00
1-738801740,Accepted + Wait - User,2012-05-03 19:31:12+01:00
1-738801740,Completed + Resolved,2012-05-03 20:08:12+01:00
1-738801740,Completed + Closed,2012-05-04 00:05:23+01:00
1-738801791,Accepted + In Progress,2012-05-02 23:15:57+01:00
1-738801791,Accepted + In Progress,2012-05-02 23:25:35+01:00
1-738801791,Completed + In Call,2012-05-02 23:28:45+01:00
1-738801992,Accepted + In Progress,2012-05-02 22:30:23+01:00
1-738801992,Accepted + In Progress,2012-05-02 22:30:38+01:00
1-738801992,Completed + Resolved,2012-05-03 21:32:53+01:00
1-738801992,Completed + Closed,2012-05-11 00:20:15+01:00
1-738803735,Accepted + In Progress,2012-05-03 01:10:42+01:00
1-738803735,Accepted + In Progress,2012-05-03 01:12:55+01:00
1-738803735,Queued + Awaiting Assignment,2012-05-03 01:16:59+01:00
1-738803735,Accepted + In Progress,2012-05-03 01:56:52+01:00
1-738803735,Accepted + Assigned,2012-05-03 02:49:22+01:00
1-738803735,Accepted + In Progress,2012-05-03 03:35:28+01:00
1-738803735,Accepted + Wait - Vendor,2012-05-03 03:48:21+01:00
1-738803735,Accepted + Assigned,2012-05-03 10:23:19+01:00
1-738803735,Accepted + In Progress,2012-05-03 12:43:36+01:00
1-738803735,Accepted + Wait - Vendor,2012-05-03 12:45:11+01:00
1-738803735,Accepted + Assigned,2012-05-03 19:01:22+01:00
1-738803735,Accepted + In Progress,2012-05-03 23:42:17+01:00
1-738803735,Accepted + Assigned,2012-05-03 23:42:23+01:00
1-738803735,Accepted + In Progress,2012-05-04 04:21:03+01:00
1-738803735,Accepted + Wait - Vendor,2012-05-04 04:29:36+01:00
1-738803735,Accepted + In Progress,2012-05-04 09:15:33+01:00
1-738803735,Completed + Resolved,2012-05-04 09:17:09+01:00
1-738803735,Completed + Closed,2012-05-12 00:17:25+01:00
1-738805035,Accepted + In Progress,2012-05-02 22:27:48+01:00
1-738805035,Accepted + In Progress,2012-05-02 22:28:42+01:00
1-738805035,Queued + Awaiting Assignment,2012-05-02 22:40:37+01:00
1-738805035,Accepted + In Progress,2012-05-02 22:49:10+01:00
1-738805035,Completed + Resolved,2012-05-02 22:59:36+01:00
1-738805035,Completed + Closed,2012-05-10 00:11:21+01:00
1-738805966,Accepted + In Progress,2012-05-02 21:09:44+01:00
1-738805966,Accepted + In Progress,2012-05-02 21:10:28+01:00
1-738805966,Accepted + In Progress,2012-05-02 21:25:51+01:00
1-738805966,Queued + Awaiting Assignment,2012-05-02 21:28:03+01:00
1-738805966,Accepted + In Progress,2012-05-02 23:42:48+01:00
1-738805966,Queued + Awaiting Assignment,2012-05-03 04:00:56+01:00
1-738805966,Accepted + In Progress,2012-05-03 12:19:35+01:00
1-738805966,Queued + Awaiting Assignment,2012-05-03 20:03:41+01:00
1-738805966,Accepted + In Progress,2012-05-04 14:55:08+01:00
1-738805966,Accepted + Assigned,2012-05-04 14:55:15+01:00
1-738805966,Accepted + In Progress,2012-05-04 15:53:19+01:00
1-738805966,Accepted + Wait - User,2012-05-04 15:53:38+01:00
1-738805966,Completed + Resolved,2012-05-04 19:49:39+01:00
1-738805966,Completed + Closed,2012-05-05 00:05:12+01:00
1-738806096,Accepted + In Progress,2012-05-02 21:47:14+01:00
1-738806096,Accepted + In Progress,2012-05-02 21:47:54+01:00
1-738806096,Queued + Awaiting Assignment,2012-05-02 21:48:42+01:00
1-738806096,Accepted + In Progress,2012-05-02 23:56:07+01:00
1-738806096,Accepted + In Progress,2012-05-02 23:56:18+01:00
1-738806096,Completed + Resolved,2012-05-02 23:57:44+01:00
1-738806096,Completed + Closed,2012-05-10 00:11:26+01:00
1-738806253,Accepted + In Progress,2012-05-02 22:23:34+01:00
1-738806253,Accepted + In Progress,2012-05-02 22:29:31+01:00
1-738806253,Completed + In Call,2012-05-02 22:31:14+01:00
1-738806528,Accepted + In Progress,2012-05-03 04:28:14+01:00
1-738806528,Accepted + In Progress,2012-05-03 04:28:38+01:00
1-738806528,Completed + In Call,2012-05-03 04:31:38+01:00
1-738806761,Accepted + In Progress,2012-05-03 05:25:28+01:00
1-738806761,Accepted + In Progress,2012-05-03 05:26:26+01:00
1-738806761,Completed + In Call,2012-05-03 05:38:50+01:00
1-738806780,Accepted + In Progress,2012-05-03 05:40:43+01:00
1-738806780,Accepted + In Progress,2012-05-03 05:41:41+01:00
1-738806780,Completed + In Call,2012-05-03 06:00:02+01:00
1-738806867,Accepted + In Progress,2012-05-03 06:27:57+01:00
1-738806867,Accepted + In Progress,2012-05-03 06:28:46+01:00
1-738806867,Queued + Awaiting Assignment,2012-05-03 06:46:44+01:00
1-738806867,Accepted + In Progress,2012-05-03 07:05:50+01:00
1-738806867,Accepted + In Progress,2012-05-03 11:54:49+01:00
1-738806867,Accepted + In Progress,2012-05-04 06:03:19+01:00
1-738806867,Completed + Resolved,2012-05-09 07:10:44+01:00
1-738806867,Completed + Closed,2012-05-10 00:11:05+01:00
1-738808026,Accepted + In Progress,2012-05-02 21:25:10+01:00
1-738808026,Accepted + In Progress,2012-05-02 21:25:47+01:00
1-738808026,Queued + Awaiting Assignment,2012-05-02 21:37:01+01:00
1-738808026,Accepted + In Progress,2012-05-03 05:23:52+01:00
1-738808026,Accepted + Wait - Customer,2012-05-03 05:40:43+01:00
1-738808026,Accepted + Wait - User,2012-05-07 12:17:07+01:00
1-738808026,Completed + Resolved,2012-05-08 07:14:22+01:00
1-738808026,Completed + Closed,2012-05-16 00:19:59+01:00
1-738808591,Accepted + In Progress,2012-05-02 23:53:28+01:00
1-738808591,Accepted + In Progress,2012-05-02 23:55:00+01:00
1-738808591,Accepted + In Progress,2012-05-02 23:56:09+01:00
1-738808591,Queued + Awaiting Assignment,2012-05-02 23:58:46+01:00
1-738808591,Accepted + In Progress,2012-05-03 14:21:30+01:00
1-738808591,Completed + Resolved,2012-05-03 14:22:14+01:00
1-738808591,Completed + Closed,2012-05-11 00:20:12+01:00
1-738808715,Accepted + In Progress,2012-05-03 00:57:09+01:00
1-738808715,Accepted + In Progress,2012-05-03 00:59:28+01:00
1-738808715,Queued + Awaiting Assignment,2012-05-03 00:59:45+01:00
1-738808715,Queued + Awaiting Assignment,2012-05-03 00:59:46+01:00
1-738808715,Accepted + In Progress,2012-05-03 13:37:16+01:00
1-738808715,Queued + Awaiting Assignment,2012-05-03 13:37:46+01:00
1-738808715,Accepted + In Progress,2012-05-03 14:07:58+01:00
1-738808715,Completed + Resolved,2012-05-03 14:18:48+01:00
1-738808715,Completed + Closed,2012-05-04 00:05:19+01:00
1-738808785,Accepted + In Progress,2012-05-03 01:07:36+01:00
1-738808785,Accepted + In Progress,2012-05-03 01:08:05+01:00
1-738808785,Queued + Awaiting Assignment,2012-05-03 01:09:26+01:00
1-738808785,Accepted + In Progress,2012-05-03 01:09:28+01:00
1-738808785,Accepted + Assigned,2012-05-03 01:09:48+01:00
1-738808785,Accepted + In Progress,2012-05-03 01:48:44+01:00
1-738808785,Accepted + Wait - User,2012-05-03 05:45:30+01:00
1-738808785,Completed + Resolved,2012-05-04 01:22:46+01:00
1-738808785,Completed + Closed,2012-05-12 00:17:25+01:00
1-738809521,Accepted + In Progress,2012-05-03 02:48:38+01:00
1-738809521,Accepted + In Progress,2012-05-03 02:51:14+01:00
1-738809521,Queued + Awaiting Assignment,2012-05-03 02:54:17+01:00
1-738809521,Accepted + In Progress,2012-05-03 03:51:24+01:00
1-738809521,Completed + Resolved,2012-05-03 03:52:39+01:00
1-738809521,Completed + Closed,2012-05-04 00:04:25+01:00
1-738809719,Accepted + In Progress,2012-05-03 05:05:49+01:00
1-738809719,Accepted + In Progress,2012-05-03 05:06:52+01:00
1-738809719,Completed + In Call,2012-05-03 05:21:56+01:00
1-738809757,Accepted + In Progress,2012-05-03 05:27:04+01:00
1-738809757,Accepted + In Progress,2012-05-03 05:27:16+01:00
1-738809757,Queued + Awaiting Assignment,2012-05-03 05:37:34+01:00
1-738809757,Accepted + In Progress,2012-05-05 03:02:44+01:00
1-738809757,Queued + Awaiting Assignment,2012-05-05 03:03:24+01:00
1-738809757,Accepted + In Progress,2012-05-07 13:10:52+01:00
1-738809757,Accepted + Wait - User,2012-05-07 13:12:22+01:00
1-738809757,Accepted + In Progress,2012-05-14 07:16:21+01:00
1-738809757,Completed + Resolved,2012-05-14 07:16:47+01:00
1-738809757,Completed + Closed,2012-05-22 00:23:36+01:00
1-738809786,Accepted + In Progress,2012-05-03 05:39:41+01:00
1-738809786,Accepted + In Progress,2012-05-03 05:40:42+01:00
1-738809786,Queued + Awaiting Assignment,2012-05-03 05:44:16+01:00
1-738809786,Accepted + In Progress,2012-05-03 05:46:37+01:00
1-738809786,Accepted + Wait - Vendor,2012-05-03 06:33:47+01:00
1-738809786,Completed + Resolved,2012-05-04 11:03:10+01:00
1-738809786,Completed + Closed,2012-05-12 00:17:22+01:00
1-738809852,Accepted + In Progress,2012-05-03 06:02:04+01:00
1-738809852,Accepted + In Progress,2012-05-03 06:04:36+01:00
1-738809852,Completed + In Call,2012-05-03 06:07:47+01:00
1-738809852,Accepted + In Progress,2012-05-03 07:22:45+01:00
1-738809852,Queued + Awaiting Assignment,2012-05-03 07:25:59+01:00
1-738809852,Accepted + In Progress,2012-05-03 07:35:23+01:00
1-738809852,Completed + Resolved,2012-05-03 09:06:11+01:00
1-738809852,Completed + Closed,2012-05-04 00:04:03+01:00
1-738811935,Queued + Awaiting Assignment,2012-05-02 21:31:10+01:00
1-738811935,Accepted + In Progress,2012-05-02 21:58:44+01:00
1-738811935,Completed + Resolved,2012-05-02 21:59:06+01:00
1-738811935,Completed + Closed,2012-05-10 00:11:28+01:00
1-738811957,Queued + Awaiting Assignment,2012-05-02 21:34:18+01:00
1-738811957,Accepted + In Progress,2012-05-02 21:58:16+01:00
1-738811957,Completed + Resolved,2012-05-02 21:58:34+01:00
1-738811957,Completed + Closed,2012-05-10 00:11:27+01:00
1-738811969,Queued + Awaiting Assignment,2012-05-02 21:34:40+01:00
1-738811969,Accepted + In Progress,2012-05-02 21:57:49+01:00
1-738811969,Completed + Resolved,2012-05-02 21:58:07+01:00
1-738811969,Completed + Closed,2012-05-10 00:11:27+01:00
1-738812107,Queued + Awaiting Assignment,2012-05-02 21:42:56+01:00
1-738812107,Queued + Awaiting Assignment,2012-05-02 21:42:57+01:00
1-738812107,Accepted + In Progress,2012-05-02 22:08:42+01:00
1-738812107,Queued + Awaiting Assignment,2012-05-02 22:09:52+01:00
1-738812107,Accepted + In Progress,2012-05-02 22:18:46+01:00
1-738812107,Completed + Resolved,2012-05-02 22:19:35+01:00
1-738812107,Completed + Closed,2012-05-10 00:11:26+01:00
1-738812140,Queued + Awaiting Assignment,2012-05-02 21:48:00+01:00
1-738812140,Accepted + In Progress,2012-05-02 22:12:00+01:00
1-738812140,Completed + Resolved,2012-05-02 22:24:18+01:00
1-738812140,Completed + Closed,2012-05-10 00:11:26+01:00
1-738812196,Queued + Awaiting Assignment,2012-05-02 21:54:38+01:00
1-738812196,Accepted + In Progress,2012-05-02 22:11:27+01:00
1-738812196,Completed + Resolved,2012-05-02 22:11:44+01:00
1-738812196,Completed + Closed,2012-05-10 00:11:25+01:00
1-738812220,Queued + Awaiting Assignment,2012-05-02 21:56:48+01:00
1-738812220,Accepted + In Progress,2012-05-02 21:57:09+01:00
1-738812220,Completed + Resolved,2012-05-02 21:57:32+01:00
1-738812220,Completed + Closed,2012-05-10 00:11:25+01:00
1-738812232,Queued + Awaiting Assignment,2012-05-02 22:00:47+01:00
1-738812232,Accepted + In Progress,2012-05-02 22:14:26+01:00
1-738812232,Queued + Awaiting Assignment,2012-05-02 22:22:33+01:00
1-738812232,Accepted + In Progress,2012-05-04 07:36:02+01:00
1-738812232,Completed + Resolved,2012-05-04 11:36:05+01:00
1-738812232,Completed + Closed,2012-05-12 00:17:29+01:00
1-738812266,Queued + Awaiting Assignment,2012-05-02 22:01:49+01:00
1-738812266,Accepted + In Progress,2012-05-02 22:08:57+01:00
1-738812266,Completed + Resolved,2012-05-02 22:14:02+01:00
1-738812266,Completed + Closed,2012-05-10 00:11:24+01:00
1-738812312,Queued + Awaiting Assignment,2012-05-02 22:10:26+01:00
1-738812312,Accepted + In Progress,2012-05-02 22:24:34+01:00
1-738812312,Completed + Resolved,2012-05-02 22:28:42+01:00
1-738812312,Completed + Closed,2012-05-10 00:11:23+01:00
1-738812459,Queued + Awaiting Assignment,2012-05-02 22:21:18+01:00
1-738812459,Queued + Awaiting Assignment,2012-05-02 22:21:19+01:00
1-738812459,Accepted + In Progress,2012-05-02 22:28:55+01:00
1-738812459,Completed + Resolved,2012-05-02 22:31:33+01:00
1-738812459,Completed + Closed,2012-05-10 00:11:22+01:00
1-738812504,Queued + Awaiting Assignment,2012-05-02 22:23:07+01:00
1-738812504,Accepted + In Progress,2012-05-02 22:33:32+01:00
1-738812504,Queued + Awaiting Assignment,2012-05-02 22:36:50+01:00
1-738812504,Accepted + In Progress,2012-05-03 06:58:09+01:00
1-738812504,Completed + Resolved,2012-05-03 06:59:19+01:00
1-738812504,Completed + Closed,2012-05-11 00:20:15+01:00
1-738812756,Queued + Awaiting Assignment,2012-05-02 22:53:53+01:00
1-738812756,Queued + Awaiting Assignment,2012-05-02 22:53:59+01:00
1-738812756,Accepted + In Progress,2012-05-02 23:06:46+01:00
1-738812756,Completed + Resolved,2012-05-02 23:08:25+01:00
1-738812756,Completed + Closed,2012-05-10 00:11:19+01:00
1-738812824,Queued + Awaiting Assignment,2012-05-02 23:01:38+01:00
1-738812824,Accepted + In Progress,2012-05-02 23:08:08+01:00
1-738812824,Completed + Resolved,2012-05-02 23:15:17+01:00
1-738812824,Completed + Closed,2012-05-10 00:11:18+01:00
1-738812858,Queued + Awaiting Assignment,2012-05-02 23:06:18+01:00
1-738812858,Accepted + In Progress,2012-05-02 23:28:54+01:00
1-738812858,Completed + Resolved,2012-05-02 23:30:27+01:00
1-738812858,Completed + Closed,2012-05-10 00:11:18+01:00
1-738816932,Accepted + In Progress,2012-05-02 21:49:13+01:00
1-738816932,Accepted + In Progress,2012-05-02 21:49:29+01:00
1-738816932,Accepted + Wait,2012-05-02 21:50:46+01:00
1-738816932,Completed + Resolved,2012-05-03 16:26:36+01:00
1-738816932,Completed + Closed,2012-05-11 00:20:16+01:00
1-738816960,Accepted + In Progress,2012-05-02 21:51:02+01:00
1-738816960,Accepted + In Progress,2012-05-02 21:51:36+01:00
1-738816960,Completed + In Call,2012-05-02 23:10:55+01:00
1-738816977,Accepted + In Progress,2012-05-02 22:34:41+01:00
1-738816977,Accepted + In Progress,2012-05-02 22:37:36+01:00
1-738816977,Queued + Awaiting Assignment,2012-05-02 23:10:02+01:00
1-738816977,Accepted + In Progress,2012-05-04 14:13:33+01:00
1-738816977,Completed + Resolved,2012-05-04 16:11:22+01:00
1-738816977,Completed + Closed,2012-05-12 00:17:28+01:00
1-738817691,Accepted + In Progress,2012-05-03 02:41:44+01:00
1-738817691,Accepted + In Progress,2012-05-03 02:42:03+01:00
1-738817691,Queued + Awaiting Assignment,2012-05-03 02:46:13+01:00
1-738817691,Accepted + In Progress,2012-05-03 02:54:27+01:00
1-738817691,Queued + Awaiting Assignment,2012-05-03 02:54:53+01:00
1-738817691,Accepted + In Progress,2012-05-03 03:23:18+01:00
1-738817691,Queued + Awaiting Assignment,2012-05-03 03:24:00+01:00
1-738817691,Accepted + In Progress,2012-05-03 08:04:19+01:00
1-738817691,Accepted + Assigned,2012-05-03 08:04:31+01:00
1-738817691,Accepted + In Progress,2012-05-03 08:35:36+01:00
1-738817691,Completed + Resolved,2012-05-03 08:37:27+01:00
1-738817691,Completed + Closed,2012-05-11 00:19:59+01:00
1-738817708,Accepted + In Progress,2012-05-03 03:31:36+01:00
1-738817708,Accepted + In Progress,2012-05-03 03:31:53+01:00
